ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
436563961,Photo,Red-headed Quelea,Quelea erythrops,,Susan Mac,2022-03-27,2022,3,27,802,Ghana,GH-CP,Central,,Antwikwaa--forest edge & farm scrub,5.4306000,-1.4145000,Adult Female – 1,,Unspecified,"","",,,,,,,S105678138,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.50,2,,2048,1708
436562981,Photo,Red-headed Quelea,Quelea erythrops,,Susan Mac,2022-03-27,2022,3,27,802,Ghana,GH-CP,Central,,Antwikwaa--forest edge & farm scrub,5.4306000,-1.4145000,Adult Female – 1,,Unspecified,"","",,,,,,,S105678138,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,2,,2048,1770
434250921,Photo,Red-headed Quelea,Quelea erythrops,,少杰 郦,2022-03-13,2022,3,13,904,Zambia,ZM-09,Lusaka,,Chartonel estate,-15.2446942,28.4214232,"","",Unspecified,"","",,,,,,,S104738149,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.50,2,Multiple species,1399,2104
433846791,Photo,Red-headed Quelea,Quelea erythrops,,Anonymous,2017-07-26,2017,7,26,900,Cameroon,CM-CE,Centre,,Ongot,3.8605060,11.3953470,"",,Unspecified,"","",,,,,,,S38554631,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.50,2,,2002,2888
433846781,Photo,Red-headed Quelea,Quelea erythrops,,Anonymous,2017-07-26,2017,7,26,900,Cameroon,CM-CE,Centre,,Ongot,3.8605060,11.3953470,"",,Unspecified,"","",,,,,,,S38554631,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.50,2,,1937,2751
433846571,Photo,Red-headed Quelea,Quelea erythrops,,Anonymous,2017-07-26,2017,7,26,900,Cameroon,CM-CE,Centre,,Ongot,3.8605060,11.3953470,"",,Unspecified,"","",,,,,,,S38554631,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,2,,1976,2754
433846511,Photo,Red-headed Quelea,Quelea erythrops,,Anonymous,2017-07-26,2017,7,26,900,Cameroon,CM-CE,Centre,,Ongot,3.8605060,11.3953470,"",,Unspecified,"","",,,,,,,S38554631,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.50,2,,1977,2856
433845691,Photo,Red-headed Quelea,Quelea erythrops,,Anonymous,2017-07-26,2017,7,26,900,Cameroon,CM-CE,Centre,,Ongot,3.8605060,11.3953470,"",,Unspecified,"","",,,,,,,S38554631,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,2,,3307,4961
427891241,Photo,Red-headed Quelea,Quelea erythrops,,James Hogg,2022-03-23,2022,3,23,830,Mozambique,MZ-L,Maputo,,"Macaneta-- Wetland, dune forests and coast",-25.7350000,32.7230000,"",,Unspecified,"","",,,,,,,S105416636,"",,,,Around 560 in the attached photo. Flock was double this sizer and more than one group. 1000 in all likelihood conservative.,Quelea erythrops,rehque1,Species,30647,,3.00,2,,3648,5472
423547151,Photo,Red-headed Quelea,Quelea erythrops,,少杰 郦,2022-03-08,2022,3,8,1531,Zambia,ZM-09,Lusaka,,Chartonel estate,-15.2446942,28.4214232,"",,Unspecified,"","",,,,,,,S104477257,"",,,,"Breeding male and female, captured.",Quelea erythrops,rehque1,Species,30647,,2.50,2,,998,1499
423547091,Photo,Red-headed Quelea,Quelea erythrops,,少杰 郦,2022-03-08,2022,3,8,1531,Zambia,ZM-09,Lusaka,,Chartonel estate,-15.2446942,28.4214232,"",,Unspecified,"","",,,,,,,S104477257,"",,,,"Breeding male and female, captured.",Quelea erythrops,rehque1,Species,30647,,1.50,2,,999,1500
423547051,Photo,Red-headed Quelea,Quelea erythrops,,少杰 郦,2022-03-08,2022,3,8,1531,Zambia,ZM-09,Lusaka,,Chartonel estate,-15.2446942,28.4214232,"",,Unspecified,"","",,,,,,,S104477257,"",,,,"Breeding male and female, captured.",Quelea erythrops,rehque1,Species,30647,,2.50,2,,801,1201
400292941,Photo,Red-headed Quelea,Quelea erythrops,,GARY DOUGLAS,2018-11-10,2018,11,10,600,Mozambique,MZ-S,Sofala,,Nhangaan Forest,-19.7390880,34.9666090,Adult Female – 3,,Unspecified,"","",,,,,,,S99669961,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.00,2,,3456,4608
400292801,Photo,Red-headed Quelea,Quelea erythrops,,GARY DOUGLAS,2018-11-10,2018,11,10,600,Mozambique,MZ-S,Sofala,,Nhangaan Forest,-19.7390880,34.9666090,Adult Male – 1,,Unspecified,"","",,,,,,,S99669961,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.00,2,,1373,1831
400292581,Photo,Red-headed Quelea,Quelea erythrops,,GARY DOUGLAS,2018-11-10,2018,11,10,600,Mozambique,MZ-S,Sofala,,Nhangaan Forest,-19.7390880,34.9666090,"Adult Female – 2; Adult Male – 1",,Unspecified,"","",,,,,,,S99669961,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.00,2,,3456,4608
398423851,Photo,Red-headed Quelea,Quelea erythrops,,Wayne Paes,2021-12-07,2021,12,7,630,Ghana,GH-EP,Eastern,,Atewa--farm scrub and degraded forest,6.2293104,-0.5271194,"",,Unspecified,"","",,,,,,,S98848550,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.00,3,,1139,1667
398423841,Photo,Red-headed Quelea,Quelea erythrops,,Wayne Paes,2021-12-07,2021,12,7,630,Ghana,GH-EP,Eastern,,Atewa--farm scrub and degraded forest,6.2293104,-0.5271194,"",,Unspecified,"","",,,,,,,S98848550,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.50,2,,1084,1611
395664601,Photo,Red-headed Quelea,Quelea erythrops,,Ricardo Santamaria,2014-06-26,2014,6,26,0,Malawi,MW-C,Central,,Kuti Wildlife reserve,-13.7049488,34.4299722,"",,Unspecified,"","",,,,,,,S68056351,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.50,2,,1308,1852
395643991,Photo,Red-headed Quelea,Quelea erythrops,,Ricardo Santamaria,2014-06-20,2014,6,20,0,Malawi,MW-S,Southern,,Lengwe National Park,-16.2600809,34.7661495,"",,Unspecified,"","",,,,,,,S68056348,"",,,,<b>First Sighting:</b> X (Auto)<br />,Quelea erythrops,rehque1,Species,30647,,2.50,2,,1512,2136
395643981,Photo,Red-headed Quelea,Quelea erythrops,,Ricardo Santamaria,2014-06-20,2014,6,20,0,Malawi,MW-S,Southern,,Lengwe National Park,-16.2600809,34.7661495,"",,Unspecified,"","",,,,,,,S68056348,"",,,,<b>First Sighting:</b> X (Auto)<br />,Quelea erythrops,rehque1,Species,30647,,2.50,2,,3168,4752
395643971,Photo,Red-headed Quelea,Quelea erythrops,,Ricardo Santamaria,2014-06-20,2014,6,20,0,Malawi,MW-S,Southern,,Lengwe National Park,-16.2600809,34.7661495,"",,Unspecified,"","",,,,,,,S68056348,"",,,,<b>First Sighting:</b> X (Auto)<br />,Quelea erythrops,rehque1,Species,30647,,3.67,3,,1656,2520
395642241,Photo,Red-headed Quelea,Quelea erythrops,,Ricardo Santamaria,2014-06-20,2014,6,20,0,Malawi,MW-S,Southern,,Lengwe National Park,-16.2600809,34.7661495,"",,Unspecified,"","",,,,,,,S68056348,"",,,,<b>First Sighting:</b> X (Auto)<br />,Quelea erythrops,rehque1,Species,30647,,2.50,2,,1079,1548
395642041,Photo,Red-headed Quelea,Quelea erythrops,,Ricardo Santamaria,2014-06-20,2014,6,20,0,Malawi,MW-S,Southern,,Lengwe National Park,-16.2600809,34.7661495,"",,Unspecified,"","",,,,,,,S68056348,"",,,,<b>First Sighting:</b> X (Auto)<br />,Quelea erythrops,rehque1,Species,30647,,2.50,2,,2196,1544
394283471,Photo,Red-headed Quelea,Quelea erythrops,,Markus Craig,2021-11-15,2021,11,15,516,Zambia,ZM-02,Central,,Fringilla Lodge,-15.0050916,28.1536031,Unknown – 1,,Unspecified,"","",,,,,,,S97626953,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.00,2,,2125,3777
376017281,Photo,Red-headed Quelea,Quelea erythrops,,Josep del Hoyo,2006-08-29,2006,8,29,0,Uganda,UG-W,Western,,Murchison Falls NP (Please use more specific hotspot if possible),2.2651542,31.8559708,"",,Unspecified,"","",,,,,,,S64820959,"",,,A bird perched. Videograb.,,Quelea erythrops,rehque1,Species,30647,,2.00,2,,1029,1689
347120931,Photo,Red-headed Quelea,Quelea erythrops,,Francesco Veronesi,2013-11-20,2013,11,20,830,South Africa,ZA-NL,Kwazulu-Natal,,Rydal,-30.2208125,30.1504914,"",,Unspecified,"","",,,,,,,S90033199,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.50,4,,1000,667
313809141,Photo,Red-headed Quelea,Quelea erythrops,,John Sterling,2021-02-12,2021,2,12,916,Ghana,GH-NP,Northern,,Mole NP--Samole Loop & waterhole,9.2491286,-1.8610668,"",,Unspecified,"","",,,,,,,S80855847,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.50,2,,995,1428
313097671,Photo,Red-headed Quelea,Quelea erythrops,,Bram Piot,2019-07-04,2019,7,4,1400,Senegal,SN-ZG,Ziguinchor,,Kagnout--Marais,12.5711512,-16.6177700,"",,Unspecified,"","",,,,,,,S58001448,"",,,,"In flock of bishops, min. 2 birds (1 f-type + 1 male moulting into breeding plumage, pictures available), possibly more",Quelea erythrops,rehque1,Species,30647,,3.00,2,,967,1193
313097641,Photo,Red-headed Quelea,Quelea erythrops,,Bram Piot,2019-07-04,2019,7,4,1400,Senegal,SN-ZG,Ziguinchor,,Kagnout--Marais,12.5711512,-16.6177700,"",,Unspecified,"","",,,,,,,S58001448,"",,,,"In flock of bishops, min. 2 birds (1 f-type + 1 male moulting into breeding plumage, pictures available), possibly more",Quelea erythrops,rehque1,Species,30647,,2.00,2,,762,1028
302076531,Photo,Red-headed Quelea,Quelea erythrops,,Anonymous,2021-01-26,2021,1,26,0,São Tomé and Príncipe,ST-S,São Tomé,,Campo de milho,0.3544356,6.7183113,"",,Unspecified,"","",,,,,,,S80025234,"",,,,,Quelea erythrops,rehque1,Species,30647,,1.50,2,,3648,2736
302076511,Photo,Red-headed Quelea,Quelea erythrops,,Anonymous,2021-01-26,2021,1,26,0,São Tomé and Príncipe,ST-S,São Tomé,,Campo de milho,0.3544356,6.7183113,"",,Unspecified,"","",,,,,,,S80025234,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.50,2,,3648,2736
302076481,Photo,Red-headed Quelea,Quelea erythrops,,Anonymous,2021-01-26,2021,1,26,0,São Tomé and Príncipe,ST-S,São Tomé,,Campo de milho,0.3544356,6.7183113,"",,Unspecified,"","",,,,,,,S80025234,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.50,2,,3648,2736
302076471,Photo,Red-headed Quelea,Quelea erythrops,,Anonymous,2021-01-26,2021,1,26,0,São Tomé and Príncipe,ST-S,São Tomé,,Campo de milho,0.3544356,6.7183113,"","",Unspecified,"","",,,,,,,S80025234,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.50,2,Nest,3648,2736
302076451,Photo,Red-headed Quelea,Quelea erythrops,,Anonymous,2021-01-26,2021,1,26,0,São Tomé and Príncipe,ST-S,São Tomé,,Campo de milho,0.3544356,6.7183113,"",,Unspecified,"","",,,,,,,S80025234,"",,,,,Quelea erythrops,rehque1,Species,30647,,1.00,2,,3648,2736
288007051,Photo,Red-headed Quelea,Quelea erythrops,,Andreas Boe,2018-01-19,2018,1,19,838,Ghana,GH-AA,Greater Accra,,Shai Hills Resource Reserve,5.9357041,0.0933838,"",,Unspecified,"","",,,,,,,S42419249,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.00,2,,1500,2250
286537611,Photo,Red-headed Quelea,Quelea erythrops,,Clayton Burne I Rockjumper Birding Tours,2017-12-16,2017,12,16,600,South Africa,ZA-NL,Kwazulu-Natal,,Pietermaritzburg--Darvill Resources Park,-29.5986914,30.4364942,Adult Male – 1,"Courtship, Display, or Copulation; Vocalizing",Unspecified,"","",,,,,,,S77259720,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.67,3,"",1648,2629
279131101,Photo,Red-headed Quelea,Quelea erythrops,,Antonio Xeira,2019-03-18,2019,3,18,700,Guinea-Bissau,GW-L,Leste,,Terrenos agrícolas de Bafatá,12.1567308,-14.6579504,Adult – 1,,Unspecified,"","",,,,,,,S54084246,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.50,2,,1788,2384
273129041,Photo,Red-headed Quelea,Quelea erythrops,,Niall D Perrins,2020-10-17,2020,10,17,1506,South Africa,ZA-NL,Kwazulu-Natal,,Bluff,-29.9205768,31.0033860,Adult Male – 1,,Unspecified,"","",,,,,,,S75149065,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.80,5,,1125,1688
273129031,Photo,Red-headed Quelea,Quelea erythrops,,Niall D Perrins,2020-10-17,2020,10,17,1506,South Africa,ZA-NL,Kwazulu-Natal,,Bluff,-29.9205768,31.0033860,Adult Female – 1,,Unspecified,"","",,,,,,,S75149065,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.00,3,,1125,1688
273129011,Photo,Red-headed Quelea,Quelea erythrops,,Niall D Perrins,2020-10-17,2020,10,17,1506,South Africa,ZA-NL,Kwazulu-Natal,,Bluff,-29.9205768,31.0033860,Adult Male – 1,,Unspecified,"","",,,,,,,S75149065,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.67,3,,1125,1687
255487161,Photo,Red-headed Quelea,Quelea erythrops,,Bernard Guévorts,2020-08-08,2020,8,8,641,Cameroon,CM-SU,South,,Foret long Lobé,2.8519475,9.9048467,"",,Unspecified,"","",,,,,,,S72205427,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.50,2,,1194,1910
251018471,Photo,Red-headed Quelea,Quelea erythrops,,Thomas Bruneau,2020-07-19,2020,7,19,930,Mozambique,MZ-I,Inhambane,,Dunes de Dovela,-24.4373913,35.2448916,"",,Unspecified,"","",,,,,,,S71662173,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.00,2,,3000,4000
246809251,Photo,Red-headed Quelea,Quelea erythrops,,Niall D Perrins,2011-12-05,2011,12,5,540,Mozambique,MZ-S,Sofala,,Rio Maria,-19.7977202,34.9609337,Adult Female – 1,,Unspecified,"","",,,,,,,S71010297,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.33,6,,897,1196
246806341,Photo,Red-headed Quelea,Quelea erythrops,,Niall D Perrins,2011-12-04,2011,12,4,510,Mozambique,MZ-S,Sofala,,Rio Savanne Wetlands,-19.6646138,35.0889405,Adult Male – 1,,Unspecified,"","",,,,,,,S26226728,"",,,"Very extensive red on the chest, atypical",,Quelea erythrops,rehque1,Species,30647,,2.50,2,,525,700
242723671,Photo,Red-headed Quelea,Quelea erythrops,,Niall D Perrins,2011-09-30,2011,9,30,1100,South Africa,ZA-NL,Kwazulu-Natal,,Umhlanga,-29.7373747,31.0753012,Adult Male – 4,,Unspecified,"","",,,,,,,S70334962,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.67,3,,600,800
241891431,Photo,Red-headed Quelea,Quelea erythrops,,Greg Baker,2020-01-25,2020,1,25,600,South Africa,ZA-NL,Kwazulu-Natal,,Zimanga GR,-27.5753379,31.9710195,"",,Unspecified,"","",,,,,,,S70194872,"",,,A female at a waterhole.,At the Timboti hide.,Quelea erythrops,rehque1,Species,30647,,3.33,3,,1957,2731
239032071,Photo,Red-headed Quelea,Quelea erythrops,,Greg Baker,2020-01-24,2020,1,24,515,South Africa,ZA-NL,Kwazulu-Natal,,Zimanga GR,-27.5753379,31.9710195,Adult Female – 1,,Unspecified,"","",,,,,,,S69667300,"",,,An adult female.,Again a flock in flight in front of the lodge plus a female at the Umgodi Hide (photos).,Quelea erythrops,rehque1,Species,30647,,3.67,3,,1759,2372
239032061,Photo,Red-headed Quelea,Quelea erythrops,,Greg Baker,2020-01-24,2020,1,24,515,South Africa,ZA-NL,Kwazulu-Natal,,Zimanga GR,-27.5753379,31.9710195,Adult Female – 1,,Unspecified,"","",,,,,,,S69667300,"",,,An adult female.,Again a flock in flight in front of the lodge plus a female at the Umgodi Hide (photos).,Quelea erythrops,rehque1,Species,30647,,3.67,3,,2018,1834
232784381,Photo,Red-headed Quelea,Quelea erythrops,,Raphaël Nussbaumer,2020-05-09,2020,5,9,1131,Kenya,KE-300,Coast,,Lake Jilore,-3.1970576,39.9005950,"",,Unspecified,"","",,,,,,,S68690429,"",,,,"at least. photo to come. with the many birshop x ind. - 12:25 - <a href=""http://maps.google.com?q=-3.195024,39.910238&t=k"">-4°48'18""N 39°54'37""E</a><br />",Quelea erythrops,rehque1,Species,30647,,1.50,2,,554,833
232784341,Photo,Red-headed Quelea,Quelea erythrops,,Raphaël Nussbaumer,2020-05-09,2020,5,9,1131,Kenya,KE-300,Coast,,Lake Jilore,-3.1970576,39.9005950,"",,Unspecified,"","",,,,,,,S68690429,"",,,,"at least. photo to come. with the many birshop x ind. - 12:25 - <a href=""http://maps.google.com?q=-3.195024,39.910238&t=k"">-4°48'18""N 39°54'37""E</a><br />",Quelea erythrops,rehque1,Species,30647,,1.00,3,,743,1117
232784301,Photo,Red-headed Quelea,Quelea erythrops,,Raphaël Nussbaumer,2020-05-09,2020,5,9,1131,Kenya,KE-300,Coast,,Lake Jilore,-3.1970576,39.9005950,"",,Unspecified,"","",,,,,,,S68690429,"",,,,"at least. photo to come. with the many birshop x ind. - 12:25 - <a href=""http://maps.google.com?q=-3.195024,39.910238&t=k"">-4°48'18""N 39°54'37""E</a><br />",Quelea erythrops,rehque1,Species,30647,,1.00,2,,445,667
231691891,Photo,Red-headed Quelea,Quelea erythrops,,Fabio Olmos,2008-07-12,2008,7,12,1510,Nigeria,NG-ED,Edo,,"Weppa Farm and Ogwe River, Agenebode",6.9500000,6.5833333,"",,Unspecified,"","",,,,,,,S32533007,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,3,,1050,1575
228876641,Photo,Red-headed Quelea,Quelea erythrops,,Frédéric Bacuez,2019-07-27,2019,7,27,700,Uganda,UG-N,Northern,,Kidepo Valley NP--Kakine tour track,3.6942563,33.7476834,"",,Unspecified,"","",,,,,,,S65310236,"",,,,,Quelea erythrops,rehque1,Species,30647,,1.00,2,,800,1200
222213031,Photo,Red-headed Quelea,Quelea erythrops,,Niall D Perrins,2013-07-26,2013,7,26,643,Uganda,UG-W,Western,,Murchison Falls NP--Murchison Falls vicinity,2.2778744,31.6852187,"Adult Female – 10; Adult Male – 4",,Unspecified,"","",,,,,,,S66889604,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.50,2,,906,1260
219525321,Photo,Red-headed Quelea,Quelea erythrops,,Niall D Perrins,2016-12-07,2016,12,7,726,Mozambique,MZ-S,Sofala,,Rio Savanne Wetlands,-19.6646138,35.0889405,Adult – 2,,Unspecified,"","",,,,,,,S33451953,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.00,3,,1125,1688
216261701,Photo,Red-headed Quelea,Quelea erythrops,,Tony King,2005-11-29,2005,11,29,0,Congo,CG-12,Pool,,Lesio-Louna Reserve--Iboubikro and track to Mah,-3.2677754,15.4716039,Adult Female – 1,,Unspecified,"","",,,,,,,S65788500,"",,,,"Mist-netted. For details see: King, T. (2011). The birds of the Lesio-Louna and Lefini Reserves, Bat&#xfffd;k&#xfffd; Plateau, Republic of Congo. Malimbus, 33, 1-41. http://malimbus.org/contents/articles/V33/33001041.pdf",Quelea erythrops,rehque1,Species,30647,,3.67,3,,1001,1332
216261671,Photo,Red-headed Quelea,Quelea erythrops,,Tony King,2005-11-29,2005,11,29,0,Congo,CG-12,Pool,,Lesio-Louna Reserve--Iboubikro and track to Mah,-3.2677754,15.4716039,Adult Female – 1,"",Unspecified,"","",,,,,,,S65788500,"",,,,"Mist-netted. For details see: King, T. (2011). The birds of the Lesio-Louna and Lefini Reserves, Bat&#xfffd;k&#xfffd; Plateau, Republic of Congo. Malimbus, 33, 1-41. http://malimbus.org/contents/articles/V33/33001041.pdf",Quelea erythrops,rehque1,Species,30647,,3.67,3,In-hand,2179,1634
216261661,Photo,Red-headed Quelea,Quelea erythrops,,Tony King,2005-11-29,2005,11,29,0,Congo,CG-12,Pool,,Lesio-Louna Reserve--Iboubikro and track to Mah,-3.2677754,15.4716039,Adult Female – 1,"",Unspecified,"","",,,,,,,S65788500,"",,,,"Mist-netted. For details see: King, T. (2011). The birds of the Lesio-Louna and Lefini Reserves, Bat&#xfffd;k&#xfffd; Plateau, Republic of Congo. Malimbus, 33, 1-41. http://malimbus.org/contents/articles/V33/33001041.pdf",Quelea erythrops,rehque1,Species,30647,,4.00,4,In-hand,2179,1634
216225661,Photo,Red-headed Quelea,Quelea erythrops,,Niall D Perrins,2019-12-17,2019,12,17,1109,Mozambique,MZ-S,Sofala,,Miombo Woodland--Road to Gorongosa NP,-18.9401179,34.1470588,Adult Male – 1,,Unspecified,"","",,,,,,,S64622630,"",,,,,Quelea erythrops,rehque1,Species,30647,,1.50,2,,1125,1687
206008981,Photo,Red-headed Quelea,Quelea erythrops,,Lars Petersson | My World of Bird Photography,2017-09-26,2017,9,26,0,São Tomé and Príncipe,ST-S,São Tomé,,São Tomé International Airport,0.3783000,6.7122000,"",Foraging or Eating,Unspecified,"","",,IBC1425070,,,,,S65190330,"",,,"A wet Red-headed Quelea in non-breeding plumage foraging in the open area by the airport. Go to www.larsfoto.se for more than 4400 species of Birds on photo from São Tomé and Príncipe and all over the World!. Elevation: 12 m. Date added to IBC: October 23, 2017.",,Quelea erythrops,rehque1,Species,30647,,4.80,5,"",700,1000
205106631,Photo,Red-headed Quelea,Quelea erythrops,,Dubi Shapiro,2016-08-14,2016,8,14,0,Ghana,GH-AH,Ashanti,,Opuro River Forest Reserve,7.1664000,-1.8145000,"","",Unspecified,"","",,IBC1415735,,,,,S65093162,"",,,"Front views of a Male perched in scrubs . Elevation: 369 m. Date added to IBC: October 6, 2017.",,Quelea erythrops,rehque1,Species,30647,,4.86,7,Watermark,800,533
206174651,Photo,Red-headed Quelea,Quelea erythrops,,Frédéric PELSY,2015-10-11,2015,10,11,0,Uganda,UG-W,Western,,Queen Elizabeth II NP (Please use more precise location if possible),-0.1626739,30.0166462,"",Foraging or Eating,Unspecified,"","",,IBC1109891,,,,,S65202089,"",,,"A male eating on small seeds. Elevation: 1022 m. Date added to IBC: June 22, 2016.",,Quelea erythrops,rehque1,Species,30647,,3.60,5,"",567,850
205697801,Photo,Red-headed Quelea,Quelea erythrops,,Michael Zieger,2016-07-01,2016,7,1,0,Uganda,UG-N,Northern,,Kidepo Valley NP (Please use more specific location if possible),3.8368508,33.7651062,"",,Unspecified,"","",,IBC1260209,,,,,S65134068,"",,,"Bird in the reeds. Elevation: 1246 m. Date added to IBC: August 16, 2016.",,Quelea erythrops,rehque1,Species,30647,,3.00,4,,800,1200
205463971,Photo,Red-headed Quelea,Quelea erythrops,,Nik Borrow,2013-04-21,2013,4,21,0,Ghana,GH-CP,Central,,Kakum National Park,5.3500604,-1.3819599,"",Foraging or Eating,Unspecified,"","",,IBC1025186,,,,,S65120549,"",,,"male in non-breeding plumage feeding on grass seeds. See more photos on my website: http://www.nikborrow.com. Elevation: 163 m. Date added to IBC: June 21, 2016.",,Quelea erythrops,rehque1,Species,30647,,4.00,4,"",500,666
206112101,Photo,Red-headed Quelea,Quelea erythrops,,Arthur Grosset,2011-05-28,2011,5,28,0,Ghana,GH-CP,Central,,Kakum National Park,5.3500604,-1.3819599,"",,Unspecified,"","",,IBC984241,,,,,S65190310,"",,,"A male in non-breeding plumage. Elevation: 163 m. Date added to IBC: June 21, 2016.",,Quelea erythrops,rehque1,Species,30647,,4.00,5,,533,800
204590801,Photo,Red-headed Quelea,Quelea erythrops,,Marco Valentini,2016-07-02,2016,7,2,0,Uganda,UG-W,Western,,Queen Elizabeth II NP (Please use more precise location if possible),-0.1626739,30.0166462,"",,Unspecified,"","",,IBC1518063,,,,,S64995362,"",,,"Red-headed Quelea. Elevation: 995 m. Date added to IBC: September 16, 2018.",,Quelea erythrops,rehque1,Species,30647,,4.80,5,,1333,2000
205474441,Photo,Red-headed Quelea,Quelea erythrops,,Nik Borrow,2014-04-24,2014,4,24,0,Ghana,GH-EP,Eastern,,"Atewa Range (6.2006, -0.5727)",6.2006000,-0.5727000,"",,Unspecified,"","",,IBC1055813,,,,,S65121088,"",,,"non-breeding plumaged bird with a Bronze Mannikin. See more photos on my website: http://www.nikborrow.com. Elevation: 762 m. Date added to IBC: June 21, 2016.",,Quelea erythrops,rehque1,Species,30647,,4.00,5,,667,500
206441841,Photo,Red-headed Quelea,Quelea erythrops,,Marco Valentini,2016-07-02,2016,7,2,700,Uganda,UG-W,Western,,Murchison Falls NP--Woodland savannah,2.1530423,31.8293152,"",,Unspecified,"","",,,,,,,S63957533,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.83,12,,1333,2000
198859151,Photo,Red-headed Quelea,Quelea erythrops,,Per Smith,2017-11-26,2017,11,26,1545,Ghana,GH-EP,Eastern,,Atewa--farm scrub and degraded forest,6.2293104,-0.5271194,"",,Unspecified,"","",,,,,,,S40769609,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.75,4,,1376,1121
193621011,Photo,Red-headed Quelea,Quelea erythrops,,Peter Kaestner,2019-12-02,2019,12,2,1230,Sierra Leone,SL-W,Western Area (Freetown),,River No. 2 Beach,8.3341880,-13.2040260,"",,Unspecified,"","",,,,,,,S61941068,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.67,3,,873,1309
179280301,Photo,Red-headed Quelea,Quelea erythrops,,Antoon De Vylder,2019-08-05,2019,8,5,710,Cameroon,CM-OU,West,,Lac Petpenoun,5.6362050,10.6378923,"",,Unspecified,"","",,,,,,,S60174820,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.00,4,,1878,2835
179280291,Photo,Red-headed Quelea,Quelea erythrops,,Antoon De Vylder,2019-08-05,2019,8,5,710,Cameroon,CM-OU,West,,Lac Petpenoun,5.6362050,10.6378923,"",,Unspecified,"","",,,,,,,S60174820,"",,,,,Quelea erythrops,rehque1,Species,30647,,4.00,4,,1878,2835
179280281,Photo,Red-headed Quelea,Quelea erythrops,,Antoon De Vylder,2019-08-05,2019,8,5,710,Cameroon,CM-OU,West,,Lac Petpenoun,5.6362050,10.6378923,"",Foraging or Eating,Unspecified,"","",,,,,,,S60174820,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.25,4,"",1878,2835
163957491,Photo,Red-headed Quelea,Quelea erythrops,,Stephen Gast,2014-06-10,2014,6,10,1600,Uganda,UG-W,Western,,Kafu Ranchlands,1.5660236,31.9939899,"",Vocalizing,Unspecified,"","",,,,,,,S38792372,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.00,3,"",1002,1503
156184281,Photo,Red-headed Quelea,Quelea erythrops,,Krista Oswald,2019-04-05,2019,4,5,600,Mozambique,MZ-L,Maputo,,"Macaneta-- Wetland, dune forests and coast",-25.7350000,32.7230000,"",Flying,Unspecified,"","",,,,,,,S55854749,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.50,4,Flock,1824,2736
