Session ID,Date/Heure de clic,Page visitée / Action,Utilisateur
sess_235,2024-11-15 19:19:30,Avis laissé sur le produit 15,8431e7b79007a4449c2663fa4aa8dd8bada8a02453eef72a66bb548bb328fe8d
sess_010,2024-12-19 00:14:30,Partage du produit 2,b5b4462ef408af82f69efee12d18196cf2140976bdd6ae11d292e01a175c1ab3
sess_842,2024-09-25 17:00:30,Avis laissé sur le produit 4,6f1a17f91bb3a79eb9f5a989e3491b79a8990503a565311a43deb5c6e15bc6bd
sess_045,2024-09-01 15:04:30,Connexion de l'utilisateur,a3f9063068792a35e2a0b6db5581169a812a771640e19ed2bc6dff8071d7dbb4
sess_341,2024-10-23 23:18:30,Partage du produit 39,1860f85772d44474b061e9f5d9d04c58883de602990b9efb8d7f6d7cbe54e90b
sess_216,2024-03-22 15:39:30,Avis laissé sur le produit 10,721b68441566051b63df73c13927aaa18fc595b8e3c1b1d24b58d4611fc647b9
sess_125,2024-05-16 03:36:30,Paiement effectué,428dbb41b15861a2e47f1d86cf4cdf900f989fb722a2d497d7c574c117c5d4ef
sess_668,2024-07-24 21:56:30,Avis laissé sur le produit 15,059b032724c22c355c20c523ece1f60a6430d855b42593b07d3f3f23f125e4b3
sess_788,2025-01-23 06:48:30,Visite de la page home,fa7934be6180e0a12eb621d7970f7d1bfc2084491ec4d527d94b3d52006a454e
sess_653,2024-09-16 02:07:30,Modification du profil utilisateur,eb6fbe30cd9d94172436aa08874df77b0c61deb37d1764aa6d48925206c0df91
sess_455,2024-03-18 07:11:30,Partage du produit 34,fbf8bfcfe4d026208920d66a6455bc2afb7cc40ad473bfbf675a9ee951506d66
sess_787,2024-08-22 15:10:30,Recherche de 'airpod',b679e9ff72c52adf5e66bd74fc4999005d9a2a57eac35cda0a5d06dc4a55b4a2
sess_720,2024-04-22 22:41:30,Validation du panier,46fbe7143af63e7dadb5859ec1ba816620210f6b8b2081fc1d02997caef493f4
sess_861,2024-04-11 16:59:30,Déconnexion de l'utilisateur,57622bbc241b9967d78ab93351bd729ea2c0e773d94eda5be2a82fa49930ecb3
sess_546,2024-03-28 21:25:30,Visite de la page products,07e3e42e2e43846824f5ccad7127f35ed4ec0b7aead4a800a5e44c3f3793b90e
sess_969,2024-08-14 00:15:30,Modification du profil utilisateur,40663e44e8b86fad3d052d859b0803ba7665b4e6dd350e1e3308bfe9f7f8cecc
sess_333,2024-03-21 01:32:30,Recherche de 'airpod',00d4fe1f1cd44d4cabdd437ab88ee4f412a6cf04b2d7400d936f365e9890c584
sess_176,2024-11-21 05:19:30,Connexion de l'utilisateur,be85127f861e3e7ba3bdfe2db1e07027ffd6f28a035d4f9e617234c3bdda6a49
sess_959,2024-03-20 03:52:30,Partage du produit 20,549c16ff86c87ce5798d83ea842520e40d055e50106490c3ebce8fb1100d5855
sess_409,2024-04-27 18:39:30,Modification du profil utilisateur,036c813b003259b73c8da3c223554e3766cb6f757177a00c736cce05859e25b9
sess_927,2024-06-21 21:43:30,Ajout au panier du produit 39,eb6fbe30cd9d94172436aa08874df77b0c61deb37d1764aa6d48925206c0df91
sess_325,2024-07-08 07:57:30,Connexion de l'utilisateur,7b1c6c05840779957185cab4ac2b65328a12a44a4a4032a6fc93d2039a24ce59
sess_594,2024-03-28 12:07:30,Modification du profil utilisateur,b38dc09bfdbb7fbbe9161b4f87191fb13c9636e8c222d72ae56a7736f275292e
sess_439,2024-04-02 02:39:30,Partage du produit 42,bbf5e93a19056edb54831cb2edb3f7e060831aa25a56b2ca5d741c9d501c0af1
sess_653,2024-03-31 14:07:30,Connexion de l'utilisateur,021d02fd39aa954750faaedcee8d75aa82001282e427cb5f243cc05613a1bf10
sess_745,2025-03-07 20:56:30,Validation du panier,580db42ea45bb04ad58d466864f39574debd911bfae20e53ef73e429bfb8044b
sess_110,2025-02-18 19:00:30,Ajout au panier du produit 17,a2d7cd384f0879c751ebb9a266d827ef0eb85e6266a53faafd9677e056ac36b8
sess_857,2024-11-29 07:52:30,Visite de la page blog,b4f06f0b4c2c5cc0d07c4101e099ab9a7bbd4be8ea697300b9aa11453fcdb832
sess_760,2024-05-03 04:47:30,Visite du produit 24,3aac92e43bd76dad978d2094581a3ab0010242fa4696d270797dd3eb8bbf9191
sess_081,2025-01-28 03:20:30,Recherche de 'robe',8669e9ff6b287f9f7e8ad5b810de213d7cc4dfc78e6cf99768f16802a2a6d1b8
sess_429,2024-04-04 16:49:30,Recherche de 'ordinateur',56d275951b57d7abb40a0a6c524a636a45edd878422d3720e9c33dd737284552
sess_399,2024-08-31 21:49:30,Recherche de 'téléphone',fa0c1eee15b23c9d3be26407b40b46fc46b4c0a2ab8ed0399dd3401f53eccf3f
sess_483,2024-11-25 09:55:30,Ajout au panier du produit 15,56eb7189d108abd5a6b0bfbc5dd8147f6a7d614639c51d25944aa64bddfb9986
sess_912,2024-12-06 14:08:30,Avis laissé sur le produit 27,d6fe2ec0f10e54c3d114df61e3fa0380310a43b2e109056bc9fc4908d5609160
sess_852,2024-12-07 18:40:30,Déconnexion de l'utilisateur,92cce644d12e8926c5b7a6bf4ff766d17e2fca0bf6ff2d1fdd83108140d2c332
sess_983,2025-03-13 03:28:30,Validation du panier,721b68441566051b63df73c13927aaa18fc595b8e3c1b1d24b58d4611fc647b9
sess_432,2024-08-16 08:22:30,Ajout aux favoris du produit 6,c3b282683c1fdedde5115a2f4c5df0ace3fef7e488e46f4ed869556cda3296f8
sess_242,2025-02-09 10:25:30,Avis laissé sur le produit 30,aabd879e2e90dfb4b7337b346a11e0298afde682de1a923caeee4b188916522b
sess_822,2024-08-25 02:18:30,Déconnexion de l'utilisateur,d6fe2ec0f10e54c3d114df61e3fa0380310a43b2e109056bc9fc4908d5609160
sess_403,2024-04-28 14:52:30,Paiement effectué,57622bbc241b9967d78ab93351bd729ea2c0e773d94eda5be2a82fa49930ecb3
sess_772,2024-07-12 22:46:30,Visite de la page products,428dbb41b15861a2e47f1d86cf4cdf900f989fb722a2d497d7c574c117c5d4ef
sess_032,2024-09-03 21:43:30,Modification du profil utilisateur,7fef67e8b9f2512e8396ea60baa11ef17989d399b7ea45d94b2c85a4c52941c8
sess_546,2025-01-10 23:05:30,Connexion de l'utilisateur,2bd9e13c16df2d8f3f704876c7c3982b734f3dd84f64c7f995059ef71fcfe923
sess_729,2024-11-17 14:34:30,Modification du profil utilisateur,40663e44e8b86fad3d052d859b0803ba7665b4e6dd350e1e3308bfe9f7f8cecc
sess_818,2024-12-20 07:30:30,Modification du profil utilisateur,036c813b003259b73c8da3c223554e3766cb6f757177a00c736cce05859e25b9
sess_185,2024-06-05 18:03:30,Paiement effectué,7fef67e8b9f2512e8396ea60baa11ef17989d399b7ea45d94b2c85a4c52941c8
sess_848,2024-04-10 17:47:30,Avis laissé sur le produit 13,aabd879e2e90dfb4b7337b346a11e0298afde682de1a923caeee4b188916522b
sess_783,2025-01-24 15:51:30,Partage du produit 26,7b1c6c05840779957185cab4ac2b65328a12a44a4a4032a6fc93d2039a24ce59
sess_127,2024-12-17 14:03:30,Partage du produit 46,0534abc63facdc71526106db9893ccc131092f1f4d29d7755577edd40e3d2945
sess_289,2024-09-29 05:17:30,Recherche de 'parfum',0335a212fc597088f60562b11111128259c56dfe6c954e564a3085c74f8fcd26
sess_985,2024-10-04 01:03:30,Partage du produit 21,db1a12d06d8ff0e81cc63cbfa58bf106bf9a500616d26ccd10a6643cd12ad298
sess_570,2024-04-14 16:50:30,Ajout au panier du produit 37,d6fe2ec0f10e54c3d114df61e3fa0380310a43b2e109056bc9fc4908d5609160
sess_745,2024-04-17 13:05:30,Ajout au panier du produit 43,57aae2da99c047364608c21995891694ac2d05825db22cac2c22f07b99ad56cb
sess_821,2024-07-30 05:44:30,Déconnexion de l'utilisateur,5398a3f8a28fc57ad6ed399f870b2cbc94fee0d0e7563f6dc69356bb34ef2523
sess_086,2024-11-16 21:17:30,Recherche de 'airpod',aabd879e2e90dfb4b7337b346a11e0298afde682de1a923caeee4b188916522b
sess_216,2024-08-21 06:58:30,Validation du panier,059b032724c22c355c20c523ece1f60a6430d855b42593b07d3f3f23f125e4b3
sess_827,2024-11-24 00:30:30,Modification du profil utilisateur,70b7db9d8e2da47f812a7597f2a004dcedb5b34093503abd87ffce20e73b7d8a
sess_878,2024-10-10 17:33:30,Validation du panier,c3b282683c1fdedde5115a2f4c5df0ace3fef7e488e46f4ed869556cda3296f8
sess_121,2024-04-01 07:48:30,Partage du produit 40,ae337887c12e8eccb83128c2a6d8851cf5018b3a39f8c823280e82f18c17199e
sess_093,2024-03-14 00:23:30,Validation du panier,dec2a7b2fd5fbdc56ed4fbb512cc1d2f401ab6392bc08db9314ea56802e853c9
sess_836,2024-07-13 21:34:30,Recherche de '',fa0c1eee15b23c9d3be26407b40b46fc46b4c0a2ab8ed0399dd3401f53eccf3f
sess_794,2024-09-22 17:59:30,Ajout aux favoris du produit 38,021d02fd39aa954750faaedcee8d75aa82001282e427cb5f243cc05613a1bf10
sess_553,2024-06-19 12:15:30,Ajout aux favoris du produit 19,3be24e5f7650d4c778b2359130d1854741a2ef1b488bcdcf8800c102cc47b118
sess_483,2024-10-27 16:28:30,Modification du profil utilisateur,56eb7189d108abd5a6b0bfbc5dd8147f6a7d614639c51d25944aa64bddfb9986
sess_309,2024-11-03 06:14:30,Recherche de 'robe',a64b8009371d2f39df68c815bfc7bff6abe164f79c7493eba82ae5e8334682f6
sess_474,2024-08-12 01:22:30,Modification du profil utilisateur,568f08c229e51c55978d7ec9c1ce75ea91313823736967dde45f5667cd093684
sess_266,2025-02-25 18:57:30,Avis laissé sur le produit 37,ea4089dc52f18970104a668603c3d92c36436c40ad557624ad29eab584b914f2
sess_426,2024-03-16 23:44:30,Visite de la page contact,ea4089dc52f18970104a668603c3d92c36436c40ad557624ad29eab584b914f2
sess_941,2024-11-19 16:58:30,Recherche de 'airpod',1f502f77c780bb438110c83adbb2028db47483e12b2fc02219936b135822cec7
sess_720,2024-04-11 14:50:30,Visite du produit 22,2ddb0aa0f11c2c0649b28836ad7cafa99329749e44bf08d7047ff29fae8c608c
sess_508,2024-10-14 22:49:30,Ajout aux favoris du produit 48,fbf8bfcfe4d026208920d66a6455bc2afb7cc40ad473bfbf675a9ee951506d66
sess_992,2024-09-21 08:01:30,Partage du produit 14,f5cbb661c06c88431592e03bf744be731c805e993d20c863160ea4c9ce9a8f78
sess_408,2024-09-23 14:20:30,Recherche de 'parfum',b5b4462ef408af82f69efee12d18196cf2140976bdd6ae11d292e01a175c1ab3
sess_265,2025-03-08 18:03:30,Avis laissé sur le produit 10,40663e44e8b86fad3d052d859b0803ba7665b4e6dd350e1e3308bfe9f7f8cecc
sess_387,2024-04-22 09:03:30,Avis laissé sur le produit 42,d6fe2ec0f10e54c3d114df61e3fa0380310a43b2e109056bc9fc4908d5609160
sess_170,2025-02-06 23:34:30,Validation du panier,a2d7cd384f0879c751ebb9a266d827ef0eb85e6266a53faafd9677e056ac36b8
sess_306,2024-09-22 09:04:30,Partage du produit 10,97861b647c16242a760be1f258194f19a049cf1a0ccda338c01c8f996411858b
sess_279,2024-07-26 17:21:30,Connexion de l'utilisateur,a64b8009371d2f39df68c815bfc7bff6abe164f79c7493eba82ae5e8334682f6
sess_658,2025-01-12 15:41:30,Paiement effectué,8669e9ff6b287f9f7e8ad5b810de213d7cc4dfc78e6cf99768f16802a2a6d1b8
sess_804,2025-01-18 11:06:30,Paiement effectué,31678bc19f0e2d1209f49cb8859744fa588cdb44a22936cca04cd4e064b255c3
sess_919,2024-05-25 18:08:30,Modification du profil utilisateur,fbf8bfcfe4d026208920d66a6455bc2afb7cc40ad473bfbf675a9ee951506d66
sess_907,2025-02-25 09:54:30,Modification du profil utilisateur,2ddb0aa0f11c2c0649b28836ad7cafa99329749e44bf08d7047ff29fae8c608c
sess_691,2024-10-20 18:32:30,Ajout au panier du produit 6,e1bc746d3ed27e29094024e6b91fe6157ac394c4772a15258375de9d726240f7
sess_142,2024-11-01 14:47:30,Avis laissé sur le produit 28,2ddb0aa0f11c2c0649b28836ad7cafa99329749e44bf08d7047ff29fae8c608c
sess_351,2024-03-16 04:28:30,Connexion de l'utilisateur,f5cbb661c06c88431592e03bf744be731c805e993d20c863160ea4c9ce9a8f78
sess_777,2024-09-01 02:02:30,Modification du profil utilisateur,b0c65bae406373710a28c37f14162181f81e6bfa9f31a1fdac0fc6c24e9a5b25
sess_093,2025-01-24 12:03:30,Recherche de 'robe',e1bc746d3ed27e29094024e6b91fe6157ac394c4772a15258375de9d726240f7
sess_031,2024-08-06 07:01:30,Ajout aux favoris du produit 14,b4f06f0b4c2c5cc0d07c4101e099ab9a7bbd4be8ea697300b9aa11453fcdb832
sess_265,2024-07-05 11:45:30,Avis laissé sur le produit 26,dec2a7b2fd5fbdc56ed4fbb512cc1d2f401ab6392bc08db9314ea56802e853c9
sess_920,2024-07-01 13:57:30,Déconnexion de l'utilisateur,ea4089dc52f18970104a668603c3d92c36436c40ad557624ad29eab584b914f2
sess_869,2024-10-31 09:59:30,Validation du panier,591b1d880a91260982684d51cc724acf5e5863a29b6c66ee95ed6e5830ba9995
sess_663,2025-01-21 08:49:30,Modification du profil utilisateur,70b7db9d8e2da47f812a7597f2a004dcedb5b34093503abd87ffce20e73b7d8a
sess_726,2024-11-29 18:29:30,Visite de la page contact,0b71fb237b6a3277f69b4806bead1dc814f89b08a65e0dea451de31dfa971af9
sess_877,2024-12-20 16:37:30,Paiement effectué,5cbeffca93e9f9bc0674bdbff6dc084b2d6c8dcff687d86ef4342026b020f8d4
sess_634,2024-06-08 02:01:30,Déconnexion de l'utilisateur,34bafbdff6ea5f858b4f9be992462291bf61c9f8e6d017317c1e4b1f703f1b06
sess_245,2024-06-07 04:59:30,Paiement effectué,fbf8bfcfe4d026208920d66a6455bc2afb7cc40ad473bfbf675a9ee951506d66
sess_462,2025-01-18 00:43:30,Déconnexion de l'utilisateur,b4f06f0b4c2c5cc0d07c4101e099ab9a7bbd4be8ea697300b9aa11453fcdb832
sess_002,2024-12-16 01:34:30,Ajout au panier du produit 26,61347e35a7a220545d0312d50d5169e05675edd6760c00018614d2d3568e70e2
sess_704,2024-04-11 18:32:30,Partage du produit 43,fbf8bfcfe4d026208920d66a6455bc2afb7cc40ad473bfbf675a9ee951506d66
sess_549,2025-02-05 06:30:30,Paiement effectué,591b1d880a91260982684d51cc724acf5e5863a29b6c66ee95ed6e5830ba9995
sess_785,2024-08-08 21:17:30,Modification du profil utilisateur,428dbb41b15861a2e47f1d86cf4cdf900f989fb722a2d497d7c574c117c5d4ef
sess_113,2025-01-12 21:48:30,Modification du profil utilisateur,960aaaacc55b98efb587745eff7a96a51b13f7466ffaafc6af8cd99588d742ea
sess_892,2024-05-05 13:28:30,Visite de la page home,ae337887c12e8eccb83128c2a6d8851cf5018b3a39f8c823280e82f18c17199e
sess_527,2024-05-28 23:58:30,Recherche de 'robe',8431e7b79007a4449c2663fa4aa8dd8bada8a02453eef72a66bb548bb328fe8d
sess_724,2024-07-08 10:42:30,Ajout au panier du produit 46,70b7db9d8e2da47f812a7597f2a004dcedb5b34093503abd87ffce20e73b7d8a
sess_260,2024-06-28 15:33:30,Ajout au panier du produit 39,57aae2da99c047364608c21995891694ac2d05825db22cac2c22f07b99ad56cb
sess_115,2024-09-18 20:40:30,Validation du panier,059b032724c22c355c20c523ece1f60a6430d855b42593b07d3f3f23f125e4b3
sess_222,2025-01-31 20:19:30,Ajout au panier du produit 44,e3135eb1c10fbff019598f5238251a1b5ff7b0eb7e9e0398a98fe34e636d806e
sess_868,2024-07-26 13:01:30,Ajout aux favoris du produit 49,c3b282683c1fdedde5115a2f4c5df0ace3fef7e488e46f4ed869556cda3296f8
sess_935,2024-11-27 13:24:30,Paiement effectué,e108eb775c8275d9a75217302030aac86693458c49c2a3812f55fbeefd557b26
sess_554,2024-06-21 06:56:30,Paiement effectué,568f08c229e51c55978d7ec9c1ce75ea91313823736967dde45f5667cd093684
sess_291,2024-04-05 09:43:30,Paiement effectué,960aaaacc55b98efb587745eff7a96a51b13f7466ffaafc6af8cd99588d742ea
sess_871,2024-09-22 20:25:30,Visite du produit 7,46fbe7143af63e7dadb5859ec1ba816620210f6b8b2081fc1d02997caef493f4
sess_966,2024-12-02 15:23:30,Ajout aux favoris du produit 9,059b032724c22c355c20c523ece1f60a6430d855b42593b07d3f3f23f125e4b3
sess_472,2025-02-16 07:54:30,Déconnexion de l'utilisateur,7b1c6c05840779957185cab4ac2b65328a12a44a4a4032a6fc93d2039a24ce59
sess_104,2025-01-14 10:18:30,Déconnexion de l'utilisateur,6f1a17f91bb3a79eb9f5a989e3491b79a8990503a565311a43deb5c6e15bc6bd
sess_288,2024-12-23 03:35:30,Validation du panier,a2d7cd384f0879c751ebb9a266d827ef0eb85e6266a53faafd9677e056ac36b8
sess_081,2024-06-10 06:16:30,Partage du produit 11,fbf8bfcfe4d026208920d66a6455bc2afb7cc40ad473bfbf675a9ee951506d66
sess_072,2024-06-01 00:32:30,Paiement effectué,a3f9063068792a35e2a0b6db5581169a812a771640e19ed2bc6dff8071d7dbb4
sess_372,2025-02-26 19:56:30,Déconnexion de l'utilisateur,568f08c229e51c55978d7ec9c1ce75ea91313823736967dde45f5667cd093684
sess_405,2024-12-05 12:32:30,Modification du profil utilisateur,a64b8009371d2f39df68c815bfc7bff6abe164f79c7493eba82ae5e8334682f6
sess_624,2024-12-07 08:08:30,Partage du produit 44,31678bc19f0e2d1209f49cb8859744fa588cdb44a22936cca04cd4e064b255c3
sess_575,2024-12-20 12:27:30,Partage du produit 11,ea4089dc52f18970104a668603c3d92c36436c40ad557624ad29eab584b914f2
sess_690,2024-07-14 16:06:30,Visite du produit 31,78aba687cd2d054fae90c4db0cb9667d5336ea6303da8bca7cdd36575f3a9465
sess_178,2025-02-11 09:27:30,Modification du profil utilisateur,da48ada71098f8306455a3bc3b425b2a494826a85846e27c65fcd30931a0ca72
sess_119,2024-07-29 11:12:30,Déconnexion de l'utilisateur,a3f9063068792a35e2a0b6db5581169a812a771640e19ed2bc6dff8071d7dbb4
sess_939,2024-11-17 18:40:30,Visite du produit 44,a64b8009371d2f39df68c815bfc7bff6abe164f79c7493eba82ae5e8334682f6
sess_637,2025-03-06 03:17:30,Visite de la page about,97861b647c16242a760be1f258194f19a049cf1a0ccda338c01c8f996411858b
sess_642,2024-09-10 02:14:30,Paiement effectué,26fe501d0ff539ff5d77fc2f8ae7d8dda0930592c1ba095ddb21d23382c85fe3
sess_774,2024-04-09 13:35:30,Déconnexion de l'utilisateur,a4b8440a6eae00a9d488c8c0c092cbd37d9c712320eba1494df29a5b3cda8de9
sess_077,2025-03-08 00:34:30,Ajout aux favoris du produit 3,eda7052abd3aa839163786c2e99ffe84c9fd9f8556bfc61207212d7719727f9b
sess_283,2024-07-29 15:16:30,Partage du produit 2,aff66436d812f8fd0150afbd2cbc0dd89e693961a48b0356087c669100f8863b
sess_980,2024-05-13 07:48:30,Validation du panier,fa7934be6180e0a12eb621d7970f7d1bfc2084491ec4d527d94b3d52006a454e
sess_831,2025-03-08 21:37:30,Ajout aux favoris du produit 18,b0c65bae406373710a28c37f14162181f81e6bfa9f31a1fdac0fc6c24e9a5b25
sess_100,2025-01-30 16:18:30,Connexion de l'utilisateur,5398a3f8a28fc57ad6ed399f870b2cbc94fee0d0e7563f6dc69356bb34ef2523
sess_049,2024-04-19 00:55:30,Validation du panier,eb6fbe30cd9d94172436aa08874df77b0c61deb37d1764aa6d48925206c0df91
sess_839,2024-09-07 15:11:30,Déconnexion de l'utilisateur,5cbeffca93e9f9bc0674bdbff6dc084b2d6c8dcff687d86ef4342026b020f8d4
sess_935,2024-10-13 05:52:30,Visite de la page blog,a67ba3b956a39f77d2d51bb9d88c066a5968827b46a386cf11a81915ac0069dd
sess_905,2025-01-21 07:07:30,Ajout au panier du produit 22,0435b256eabff0027be88a196af4ae37419aab073b96f50d942cc5c19f238f12
sess_500,2024-06-29 18:26:30,Ajout aux favoris du produit 9,0534abc63facdc71526106db9893ccc131092f1f4d29d7755577edd40e3d2945
sess_978,2024-09-20 02:43:30,Paiement effectué,1c2cec4ecd9292b35f058951de816c1842b807b0408cf15468930771662f4055
sess_257,2024-05-28 18:46:30,Partage du produit 2,b5b4462ef408af82f69efee12d18196cf2140976bdd6ae11d292e01a175c1ab3
sess_829,2024-04-26 03:02:30,Recherche de '',2bd9e13c16df2d8f3f704876c7c3982b734f3dd84f64c7f995059ef71fcfe923
sess_810,2024-04-01 11:41:30,Connexion de l'utilisateur,be85127f861e3e7ba3bdfe2db1e07027ffd6f28a035d4f9e617234c3bdda6a49
sess_220,2025-01-10 10:41:30,Ajout aux favoris du produit 7,56eb7189d108abd5a6b0bfbc5dd8147f6a7d614639c51d25944aa64bddfb9986
sess_166,2024-07-09 11:22:30,Visite du produit 45,b0c65bae406373710a28c37f14162181f81e6bfa9f31a1fdac0fc6c24e9a5b25
sess_470,2024-08-18 21:57:30,Déconnexion de l'utilisateur,2ddb0aa0f11c2c0649b28836ad7cafa99329749e44bf08d7047ff29fae8c608c
sess_045,2024-04-26 06:04:30,Paiement effectué,f6fa31af0fcedf00fa88f85a37272ffa033783c1d15fe8569201984acaf062e5
sess_762,2024-05-21 13:59:30,Ajout au panier du produit 40,1860f85772d44474b061e9f5d9d04c58883de602990b9efb8d7f6d7cbe54e90b
sess_411,2024-06-01 05:44:30,Recherche de 'téléphone',57622bbc241b9967d78ab93351bd729ea2c0e773d94eda5be2a82fa49930ecb3
sess_833,2024-06-01 01:16:30,Partage du produit 14,0435b256eabff0027be88a196af4ae37419aab073b96f50d942cc5c19f238f12
sess_206,2024-06-13 17:59:30,Ajout aux favoris du produit 2,a19ae6fbf8af2939b09063d043928c25acbc72a6b99e910b224c9142866d6277
sess_850,2024-12-10 10:03:30,Modification du profil utilisateur,be85127f861e3e7ba3bdfe2db1e07027ffd6f28a035d4f9e617234c3bdda6a49
sess_275,2025-01-18 22:49:30,Recherche de 'téléphone',07e3e42e2e43846824f5ccad7127f35ed4ec0b7aead4a800a5e44c3f3793b90e
sess_128,2024-10-31 02:42:30,Validation du panier,b5b4462ef408af82f69efee12d18196cf2140976bdd6ae11d292e01a175c1ab3
sess_388,2024-04-04 13:05:30,Recherche de 'ordinateur',d89fdb97cd7ddea12cb4d9b34020a216b4160c499f018c1a5795409ab8e594f8
sess_872,2024-10-06 16:25:30,Déconnexion de l'utilisateur,ae337887c12e8eccb83128c2a6d8851cf5018b3a39f8c823280e82f18c17199e
sess_149,2024-06-05 20:36:30,Déconnexion de l'utilisateur,38e139c0d013db22f1869e9f8cadcf5be47df4bc4eadfe9304b9bb803d46e7ec
sess_784,2024-12-04 12:21:30,Recherche de 'téléphone',57622bbc241b9967d78ab93351bd729ea2c0e773d94eda5be2a82fa49930ecb3
sess_069,2024-04-08 05:42:30,Visite du produit 2,aabd879e2e90dfb4b7337b346a11e0298afde682de1a923caeee4b188916522b
sess_223,2024-05-10 02:35:30,Avis laissé sur le produit 39,591b1d880a91260982684d51cc724acf5e5863a29b6c66ee95ed6e5830ba9995
sess_151,2024-12-06 12:33:30,Connexion de l'utilisateur,223b85381ef3c1d66e6b489048f54572ae8fe24b5ce77c46937e9a903d18b5e6
sess_051,2025-03-10 21:33:30,Visite du produit 38,ff9f6a2a6cd5114a1e89cf7e3065ed6626649574afed56abc5e11c7b118aaf7f
sess_323,2024-06-12 01:01:30,Partage du produit 46,00d4fe1f1cd44d4cabdd437ab88ee4f412a6cf04b2d7400d936f365e9890c584
sess_567,2024-07-22 03:35:30,Connexion de l'utilisateur,e3135eb1c10fbff019598f5238251a1b5ff7b0eb7e9e0398a98fe34e636d806e
sess_782,2024-04-08 02:04:30,Recherche de 'parfum',26fe501d0ff539ff5d77fc2f8ae7d8dda0930592c1ba095ddb21d23382c85fe3
sess_105,2025-01-07 18:42:30,Connexion de l'utilisateur,fa0c1eee15b23c9d3be26407b40b46fc46b4c0a2ab8ed0399dd3401f53eccf3f
sess_571,2025-02-18 00:43:30,Ajout aux favoris du produit 13,aff66436d812f8fd0150afbd2cbc0dd89e693961a48b0356087c669100f8863b
sess_968,2024-09-05 22:58:30,Connexion de l'utilisateur,721b68441566051b63df73c13927aaa18fc595b8e3c1b1d24b58d4611fc647b9
sess_134,2024-07-30 23:45:30,Ajout aux favoris du produit 10,bbf5e93a19056edb54831cb2edb3f7e060831aa25a56b2ca5d741c9d501c0af1
sess_146,2024-11-18 03:55:30,Déconnexion de l'utilisateur,edfd91e63333b1afbbee6997af433ad3dc28ac1e5ac2f6d105eb8deaa210ac99
sess_306,2024-04-13 03:29:30,Déconnexion de l'utilisateur,da48ada71098f8306455a3bc3b425b2a494826a85846e27c65fcd30931a0ca72
sess_518,2024-04-30 23:06:30,Recherche de 'parfum',2ddb0aa0f11c2c0649b28836ad7cafa99329749e44bf08d7047ff29fae8c608c
sess_197,2024-04-10 15:07:30,Recherche de 'téléphone',212085ffb12b1fcceae77e72724d075f356538c42a4d92950aaa3b43d558676e
sess_704,2024-12-14 08:40:30,Ajout au panier du produit 19,541232e2ec5c4ccaf8562e52e48417dc9b6bcfe02a4241921d3e1ae9252a78b7
sess_812,2024-09-25 19:28:30,Ajout aux favoris du produit 34,0335a212fc597088f60562b11111128259c56dfe6c954e564a3085c74f8fcd26
sess_382,2024-11-02 02:30:30,Avis laissé sur le produit 28,26fe501d0ff539ff5d77fc2f8ae7d8dda0930592c1ba095ddb21d23382c85fe3
sess_511,2025-02-20 18:29:30,Validation du panier,57aae2da99c047364608c21995891694ac2d05825db22cac2c22f07b99ad56cb
sess_755,2024-09-17 16:11:30,Partage du produit 25,960aaaacc55b98efb587745eff7a96a51b13f7466ffaafc6af8cd99588d742ea
sess_643,2024-06-03 04:49:30,Connexion de l'utilisateur,8431e7b79007a4449c2663fa4aa8dd8bada8a02453eef72a66bb548bb328fe8d
sess_226,2024-04-14 20:15:30,Déconnexion de l'utilisateur,8a9d41cfeb77a4eca89d965e3396861370513aa35e1e1e9bd00f7e69aa6aa076
sess_152,2024-08-09 03:18:30,Déconnexion de l'utilisateur,3be24e5f7650d4c778b2359130d1854741a2ef1b488bcdcf8800c102cc47b118
sess_667,2024-10-25 03:57:30,Partage du produit 16,021d02fd39aa954750faaedcee8d75aa82001282e427cb5f243cc05613a1bf10
sess_426,2024-09-11 04:54:30,Avis laissé sur le produit 26,eeb91b22a7180aef0f9eb4be81ffed9f23e55c1a9bdc8e8e76eca0d2193d4761
sess_167,2025-02-28 17:12:30,Connexion de l'utilisateur,b5b4462ef408af82f69efee12d18196cf2140976bdd6ae11d292e01a175c1ab3
sess_522,2024-07-19 21:24:30,Ajout au panier du produit 16,8dfdb88af4c2bf546ab916aa481ac76d7e3f680ff519c79d2b4aeba56aa64961
sess_195,2024-06-25 04:15:30,Avis laissé sur le produit 12,b679e9ff72c52adf5e66bd74fc4999005d9a2a57eac35cda0a5d06dc4a55b4a2
sess_086,2024-06-12 15:02:30,Paiement effectué,2ddb0aa0f11c2c0649b28836ad7cafa99329749e44bf08d7047ff29fae8c608c
sess_882,2024-11-23 21:49:30,Visite de la page contact,ae337887c12e8eccb83128c2a6d8851cf5018b3a39f8c823280e82f18c17199e
sess_581,2024-10-30 03:54:30,Connexion de l'utilisateur,059b032724c22c355c20c523ece1f60a6430d855b42593b07d3f3f23f125e4b3
sess_742,2024-06-10 09:53:30,Validation du panier,8669e9ff6b287f9f7e8ad5b810de213d7cc4dfc78e6cf99768f16802a2a6d1b8
sess_315,2024-12-07 08:49:30,Visite du produit 46,dec2a7b2fd5fbdc56ed4fbb512cc1d2f401ab6392bc08db9314ea56802e853c9
